match_id,match_date,team,first_innings_score
598028,2013-05-16,Delhi Capitals,171
598065,2013-05-17,Rajasthan Royals,136
598065,2013-05-17,Sunrisers Hyderabad,136
598068,2013-05-18,Royal Challengers Bangalore,106
598066,2013-05-18,Mumbai Indians,183
598066,2013-05-18,Punjab Kings,183
598068,2013-05-18,Chennai Super Kings,106
598069,2013-05-19,Sunrisers Hyderabad,130
598067,2013-05-19,Pune Warriors,172
598067,2013-05-19,Delhi Capitals,172
598069,2013-05-19,Kolkata Knight Riders,130
598070,2013-05-21,Chennai Super Kings,192
598070,2013-05-21,Mumbai Indians,192
598071,2013-05-22,Rajasthan Royals,132
598071,2013-05-22,Sunrisers Hyderabad,132
598072,2013-05-24,Rajasthan Royals,165
598072,2013-05-24,Mumbai Indians,165
598073,2013-05-26,Chennai Super Kings,148
598073,2013-05-26,Mumbai Indians,148
729279,2014-04-16,Kolkata Knight Riders,163
729279,2014-04-16,Mumbai Indians,163
729281,2014-04-17,Royal Challengers Bangalore,145
729281,2014-04-17,Delhi Capitals,145
729283,2014-04-18,Chennai Super Kings,205
729285,2014-04-18,Sunrisers Hyderabad,133
729283,2014-04-18,Punjab Kings,205
729285,2014-04-18,Rajasthan Royals,133
729287,2014-04-19,Royal Challengers Bangalore,115
729289,2014-04-19,Kolkata Knight Riders,166
729287,2014-04-19,Mumbai Indians,115
729289,2014-04-19,Delhi Capitals,166
729291,2014-04-20,Rajasthan Royals,191
729291,2014-04-20,Punjab Kings,191
729293,2014-04-21,Delhi Capitals,177
729293,2014-04-21,Chennai Super Kings,177
729295,2014-04-22,Punjab Kings,193
729295,2014-04-22,Sunrisers Hyderabad,193
729297,2014-04-23,Chennai Super Kings,140
729297,2014-04-23,Rajasthan Royals,140
729299,2014-04-24,Royal Challengers Bangalore,150
729299,2014-04-24,Kolkata Knight Riders,150
729301,2014-04-25,Sunrisers Hyderabad,184
729301,2014-04-25,Delhi Capitals,184
729303,2014-04-25,Chennai Super Kings,141
729303,2014-04-25,Mumbai Indians,141
729305,2014-04-26,Rajasthan Royals,70
729307,2014-04-26,Punjab Kings,132
729307,2014-04-26,Kolkata Knight Riders,132
729305,2014-04-26,Royal Challengers Bangalore,70
729309,2014-04-27,Delhi Capitals,125
729309,2014-04-27,Mumbai Indians,125
729311,2014-04-27,Sunrisers Hyderabad,145
729311,2014-04-27,Chennai Super Kings,145
729313,2014-04-28,Punjab Kings,124
729313,2014-04-28,Royal Challengers Bangalore,124
729317,2014-04-30,Mumbai Indians,172
729317,2014-04-30,Sunrisers Hyderabad,172
733971,2014-05-02,Chennai Super Kings,148
733971,2014-05-02,Kolkata Knight Riders,148
733973,2014-05-03,Mumbai Indians,168
733975,2014-05-03,Rajasthan Royals,152
733975,2014-05-03,Delhi Capitals,152
733973,2014-05-03,Punjab Kings,168
733977,2014-05-04,Royal Challengers Bangalore,155
733977,2014-05-04,Sunrisers Hyderabad,155
733981,2014-05-05,Delhi Capitals,178
733981,2014-05-05,Chennai Super Kings,178
733979,2014-05-05,Kolkata Knight Riders,170
733979,2014-05-05,Rajasthan Royals,170
733983,2014-05-06,Mumbai Indians,187
733983,2014-05-06,Royal Challengers Bangalore,187
733985,2014-05-07,Delhi Capitals,160
733987,2014-05-07,Punjab Kings,231
733987,2014-05-07,Chennai Super Kings,231
733985,2014-05-07,Kolkata Knight Riders,160
733989,2014-05-08,Rajasthan Royals,134
733989,2014-05-08,Sunrisers Hyderabad,134
733991,2014-05-09,Punjab Kings,198
733991,2014-05-09,Royal Challengers Bangalore,198
733993,2014-05-10,Delhi Capitals,143
733993,2014-05-10,Sunrisers Hyderabad,143
733995,2014-05-10,Mumbai Indians,157
733995,2014-05-10,Chennai Super Kings,157
733997,2014-05-11,Kolkata Knight Riders,149
733999,2014-05-11,Royal Challengers Bangalore,190
733999,2014-05-11,Rajasthan Royals,190
733997,2014-05-11,Punjab Kings,149
734001,2014-05-12,Sunrisers Hyderabad,157
734001,2014-05-12,Mumbai Indians,157
734003,2014-05-13,Chennai Super Kings,148
734003,2014-05-13,Rajasthan Royals,148
734005,2014-05-13,Delhi Capitals,186
734005,2014-05-13,Royal Challengers Bangalore,186
734009,2014-05-14,Kolkata Knight Riders,141
734009,2014-05-14,Mumbai Indians,141
734007,2014-05-14,Sunrisers Hyderabad,205
734007,2014-05-14,Punjab Kings,205
734011,2014-05-15,Delhi Capitals,201
734011,2014-05-15,Rajasthan Royals,201
734013,2014-05-18,Chennai Super Kings,138
734015,2014-05-18,Sunrisers Hyderabad,142
734013,2014-05-18,Royal Challengers Bangalore,138
734015,2014-05-18,Kolkata Knight Riders,142
734017,2014-05-19,Rajasthan Royals,178
734019,2014-05-19,Delhi Capitals,164
734017,2014-05-19,Mumbai Indians,178
734019,2014-05-19,Punjab Kings,164
734021,2014-05-20,Royal Challengers Bangalore,160
734023,2014-05-20,Chennai Super Kings,154
734021,2014-05-20,Sunrisers Hyderabad,160
734023,2014-05-20,Kolkata Knight Riders,154
734025,2014-05-21,Mumbai Indians,156
734025,2014-05-21,Punjab Kings,156
734029,2014-05-22,Chennai Super Kings,185
734027,2014-05-22,Royal Challengers Bangalore,195
734029,2014-05-22,Sunrisers Hyderabad,185
734027,2014-05-22,Kolkata Knight Riders,195
734033,2014-05-23,Punjab Kings,179
734031,2014-05-23,Mumbai Indians,173
734031,2014-05-23,Delhi Capitals,173
734033,2014-05-23,Rajasthan Royals,179
734035,2014-05-24,Chennai Super Kings,154
734035,2014-05-24,Royal Challengers Bangalore,154
734037,2014-05-24,Kolkata Knight Riders,160
734037,2014-05-24,Sunrisers Hyderabad,160
734039,2014-05-25,Punjab Kings,115
734039,2014-05-25,Delhi Capitals,115
734041,2014-05-25,Rajasthan Royals,189
734041,2014-05-25,Mumbai Indians,189
734043,2014-05-27,Kolkata Knight Riders,163
734043,2014-05-27,Punjab Kings,163
734045,2014-05-28,Chennai Super Kings,173
734045,2014-05-28,Mumbai Indians,173
734047,2014-05-30,Chennai Super Kings,226
734047,2014-05-30,Punjab Kings,226
734049,2014-06-01,Kolkata Knight Riders,199
734049,2014-06-01,Punjab Kings,199
829705,2015-04-08,Kolkata Knight Riders,168
829705,2015-04-08,Mumbai Indians,168
829707,2015-04-09,Delhi Capitals,150
829707,2015-04-09,Chennai Super Kings,150
829709,2015-04-10,Rajasthan Royals,162
829709,2015-04-10,Punjab Kings,162
829711,2015-04-11,Chennai Super Kings,209
829713,2015-04-11,Royal Challengers Bangalore,177
829711,2015-04-11,Sunrisers Hyderabad,209
829713,2015-04-11,Kolkata Knight Riders,177
829715,2015-04-12,Delhi Capitals,184
829717,2015-04-12,Mumbai Indians,177
829717,2015-04-12,Punjab Kings,177
829715,2015-04-12,Rajasthan Royals,184
829719,2015-04-13,Royal Challengers Bangalore,166
829719,2015-04-13,Sunrisers Hyderabad,166
829721,2015-04-14,Rajasthan Royals,164
829721,2015-04-14,Mumbai Indians,164
829725,2015-04-15,Punjab Kings,165
829725,2015-04-15,Delhi Capitals,165
829727,2015-04-16,Rajasthan Royals,127
829727,2015-04-16,Sunrisers Hyderabad,127
829729,2015-04-17,Mumbai Indians,183
829729,2015-04-17,Chennai Super Kings,183
829733,2015-04-18,Punjab Kings,155
829731,2015-04-18,Delhi Capitals,167
829731,2015-04-18,Sunrisers Hyderabad,167
829733,2015-04-18,Kolkata Knight Riders,155
829735,2015-04-19,Chennai Super Kings,156
829737,2015-04-19,Royal Challengers Bangalore,209
829735,2015-04-19,Rajasthan Royals,156
829737,2015-04-19,Mumbai Indians,209
829739,2015-04-20,Kolkata Knight Riders,146
829739,2015-04-20,Delhi Capitals,146
829743,2015-04-22,Kolkata Knight Riders,176
829745,2015-04-22,Chennai Super Kings,181
829743,2015-04-22,Sunrisers Hyderabad,176
829745,2015-04-22,Royal Challengers Bangalore,181
829747,2015-04-23,Delhi Capitals,190
829747,2015-04-23,Mumbai Indians,190
829749,2015-04-24,Royal Challengers Bangalore,130
829749,2015-04-24,Rajasthan Royals,130
829753,2015-04-25,Punjab Kings,192
829751,2015-04-25,Sunrisers Hyderabad,157
829753,2015-04-25,Chennai Super Kings,192
829751,2015-04-25,Mumbai Indians,157
829757,2015-04-26,Delhi Capitals,95
829757,2015-04-26,Royal Challengers Bangalore,95
829759,2015-04-27,Punjab Kings,150
829759,2015-04-27,Sunrisers Hyderabad,150
829765,2015-04-28,Kolkata Knight Riders,134
829765,2015-04-28,Chennai Super Kings,134
829723,2015-04-30,Kolkata Knight Riders,165
829723,2015-04-30,Chennai Super Kings,165
829769,2015-05-01,Rajasthan Royals,187
829767,2015-05-01,Punjab Kings,118
829769,2015-05-01,Mumbai Indians,187
829767,2015-05-01,Delhi Capitals,118
829773,2015-05-02,Sunrisers Hyderabad,192
829771,2015-05-02,Royal Challengers Bangalore,111
829771,2015-05-02,Kolkata Knight Riders,111
829773,2015-05-02,Chennai Super Kings,192
829775,2015-05-03,Punjab Kings,172
829775,2015-05-03,Mumbai Indians,172
829777,2015-05-03,Delhi Capitals,189
829777,2015-05-03,Rajasthan Royals,189
829779,2015-05-04,Chennai Super Kings,148
829779,2015-05-04,Royal Challengers Bangalore,148
829781,2015-05-04,Sunrisers Hyderabad,167
829781,2015-05-04,Kolkata Knight Riders,167
829783,2015-05-05,Mumbai Indians,152
829783,2015-05-05,Delhi Capitals,152
829785,2015-05-06,Royal Challengers Bangalore,226
829785,2015-05-06,Punjab Kings,226
829761,2015-05-07,Delhi Capitals,171
829787,2015-05-07,Rajasthan Royals,201
829761,2015-05-07,Kolkata Knight Riders,171
829787,2015-05-07,Sunrisers Hyderabad,201
829789,2015-05-08,Chennai Super Kings,158
829789,2015-05-08,Mumbai Indians,158
829793,2015-05-09,Delhi Capitals,163
829791,2015-05-09,Kolkata Knight Riders,183
829791,2015-05-09,Punjab Kings,183
829793,2015-05-09,Sunrisers Hyderabad,163
829797,2015-05-10,Chennai Super Kings,157
829795,2015-05-10,Mumbai Indians,235
829795,2015-05-10,Royal Challengers Bangalore,235
829797,2015-05-10,Rajasthan Royals,157
829799,2015-05-11,Sunrisers Hyderabad,185
829799,2015-05-11,Punjab Kings,185
829801,2015-05-12,Chennai Super Kings,119
829801,2015-05-12,Delhi Capitals,119
829803,2015-05-13,Punjab Kings,106
829803,2015-05-13,Royal Challengers Bangalore,106
829805,2015-05-14,Mumbai Indians,171
829805,2015-05-14,Kolkata Knight Riders,171
829807,2015-05-15,Royal Challengers Bangalore,135
829807,2015-05-15,Sunrisers Hyderabad,135
829811,2015-05-16,Kolkata Knight Riders,199
829809,2015-05-16,Chennai Super Kings,130
829811,2015-05-16,Rajasthan Royals,199
829809,2015-05-16,Punjab Kings,130
829815,2015-05-17,Sunrisers Hyderabad,113
829815,2015-05-17,Mumbai Indians,113
829817,2015-05-19,Chennai Super Kings,187
829817,2015-05-19,Mumbai Indians,187
829819,2015-05-20,Royal Challengers Bangalore,180
829819,2015-05-20,Rajasthan Royals,180
829821,2015-05-22,Royal Challengers Bangalore,139
829821,2015-05-22,Chennai Super Kings,139
829823,2015-05-24,Chennai Super Kings,202
829823,2015-05-24,Mumbai Indians,202
980901,2016-04-09,Mumbai Indians,121
980901,2016-04-09,Rising Pune Supergiant,121
980903,2016-04-10,Kolkata Knight Riders,98
980903,2016-04-10,Delhi Capitals,98
980905,2016-04-11,Gujarat Lions,161
980905,2016-04-11,Punjab Kings,161
980907,2016-04-12,Sunrisers Hyderabad,227
980907,2016-04-12,Royal Challengers Bangalore,227
980909,2016-04-13,Kolkata Knight Riders,187
980909,2016-04-13,Mumbai Indians,187
980911,2016-04-14,Rising Pune Supergiant,163
980911,2016-04-14,Gujarat Lions,163
980913,2016-04-15,Punjab Kings,111
980913,2016-04-15,Delhi Capitals,111
980917,2016-04-16,Gujarat Lions,143
980915,2016-04-16,Kolkata Knight Riders,142
980917,2016-04-16,Mumbai Indians,143
980915,2016-04-16,Sunrisers Hyderabad,142
980921,2016-04-17,Delhi Capitals,191
980921,2016-04-17,Royal Challengers Bangalore,191
980919,2016-04-17,Punjab Kings,152
980919,2016-04-17,Rising Pune Supergiant,152
980923,2016-04-18,Sunrisers Hyderabad,142
980923,2016-04-18,Mumbai Indians,142
980925,2016-04-19,Punjab Kings,138
980925,2016-04-19,Kolkata Knight Riders,138
980927,2016-04-20,Mumbai Indians,170
980927,2016-04-20,Royal Challengers Bangalore,170
980929,2016-04-21,Sunrisers Hyderabad,135
980929,2016-04-21,Gujarat Lions,135
980931,2016-04-22,Royal Challengers Bangalore,185
980931,2016-04-22,Rising Pune Supergiant,185
980935,2016-04-23,Punjab Kings,143
980935,2016-04-23,Sunrisers Hyderabad,143
980933,2016-04-23,Mumbai Indians,164
980933,2016-04-23,Delhi Capitals,164
980939,2016-04-24,Kolkata Knight Riders,160
980939,2016-04-24,Rising Pune Supergiant,160
980937,2016-04-24,Gujarat Lions,180
980937,2016-04-24,Royal Challengers Bangalore,180
980941,2016-04-25,Mumbai Indians,189
980941,2016-04-25,Punjab Kings,189
980943,2016-04-26,Rising Pune Supergiant,118
980943,2016-04-26,Sunrisers Hyderabad,118
980945,2016-04-27,Gujarat Lions,172
980945,2016-04-27,Delhi Capitals,172
980947,2016-04-28,Kolkata Knight Riders,174
980947,2016-04-28,Mumbai Indians,174
980949,2016-04-29,Gujarat Lions,195
980949,2016-04-29,Rising Pune Supergiant,195
980953,2016-04-30,Royal Challengers Bangalore,194
980951,2016-04-30,Kolkata Knight Riders,186
980953,2016-04-30,Sunrisers Hyderabad,194
980951,2016-04-30,Delhi Capitals,186
980957,2016-05-01,Mumbai Indians,159
980957,2016-05-01,Rising Pune Supergiant,159
980955,2016-05-01,Punjab Kings,154
980955,2016-05-01,Gujarat Lions,154
980959,2016-05-02,Royal Challengers Bangalore,185
980959,2016-05-02,Kolkata Knight Riders,185
980961,2016-05-03,Gujarat Lions,149
980961,2016-05-03,Delhi Capitals,149
980963,2016-05-04,Punjab Kings,164
980963,2016-05-04,Kolkata Knight Riders,164
980965,2016-05-05,Rising Pune Supergiant,162
980965,2016-05-05,Delhi Capitals,162
980967,2016-05-06,Gujarat Lions,126
980967,2016-05-06,Sunrisers Hyderabad,126
980971,2016-05-07,Delhi Capitals,181
980969,2016-05-07,Rising Pune Supergiant,191
980969,2016-05-07,Royal Challengers Bangalore,191
980971,2016-05-07,Punjab Kings,181
980973,2016-05-08,Mumbai Indians,177
980973,2016-05-08,Sunrisers Hyderabad,177
980975,2016-05-08,Kolkata Knight Riders,158
980975,2016-05-08,Gujarat Lions,158
980977,2016-05-09,Royal Challengers Bangalore,175
980977,2016-05-09,Punjab Kings,175
980979,2016-05-10,Sunrisers Hyderabad,137
980979,2016-05-10,Rising Pune Supergiant,137
980981,2016-05-11,Mumbai Indians,151
980981,2016-05-11,Royal Challengers Bangalore,151
980983,2016-05-12,Sunrisers Hyderabad,146
980983,2016-05-12,Delhi Capitals,146
980985,2016-05-13,Punjab Kings,124
980985,2016-05-13,Mumbai Indians,124
980987,2016-05-14,Gujarat Lions,248
980987,2016-05-14,Royal Challengers Bangalore,248
980989,2016-05-14,Kolkata Knight Riders,103
980989,2016-05-14,Rising Pune Supergiant,103
980991,2016-05-15,Punjab Kings,179
980993,2016-05-15,Mumbai Indians,206
980991,2016-05-15,Sunrisers Hyderabad,179
980993,2016-05-15,Delhi Capitals,206
980995,2016-05-16,Royal Challengers Bangalore,183
980995,2016-05-16,Kolkata Knight Riders,183
980997,2016-05-17,Rising Pune Supergiant,121
980997,2016-05-17,Delhi Capitals,121
980999,2016-05-18,Punjab Kings,211
980999,2016-05-18,Royal Challengers Bangalore,211
981001,2016-05-19,Kolkata Knight Riders,124
981001,2016-05-19,Gujarat Lions,124
981003,2016-05-20,Sunrisers Hyderabad,158
981003,2016-05-20,Delhi Capitals,158
981005,2016-05-21,Rising Pune Supergiant,172
981007,2016-05-21,Gujarat Lions,172
981005,2016-05-21,Punjab Kings,172
981007,2016-05-21,Mumbai Indians,172
981009,2016-05-22,Sunrisers Hyderabad,171
981011,2016-05-22,Delhi Capitals,138
981011,2016-05-22,Royal Challengers Bangalore,138
981009,2016-05-22,Kolkata Knight Riders,171
981013,2016-05-24,Gujarat Lions,158
981013,2016-05-24,Royal Challengers Bangalore,158
981015,2016-05-25,Kolkata Knight Riders,162
981015,2016-05-25,Sunrisers Hyderabad,162
981017,2016-05-27,Gujarat Lions,162
981017,2016-05-27,Sunrisers Hyderabad,162
981019,2016-05-29,Sunrisers Hyderabad,208
981019,2016-05-29,Royal Challengers Bangalore,208
1082591,2017-04-05,Sunrisers Hyderabad,207
1082591,2017-04-05,Royal Challengers Bangalore,207
1082592,2017-04-06,Rising Pune Supergiant,184
1082592,2017-04-06,Mumbai Indians,184
1082593,2017-04-07,Kolkata Knight Riders,183
1082593,2017-04-07,Gujarat Lions,183
1082595,2017-04-08,Delhi Capitals,157
1082594,2017-04-08,Punjab Kings,163
1082594,2017-04-08,Rising Pune Supergiant,163
1082595,2017-04-08,Royal Challengers Bangalore,157
1082596,2017-04-09,Gujarat Lions,135
1082597,2017-04-09,Kolkata Knight Riders,178
1082596,2017-04-09,Sunrisers Hyderabad,135
1082597,2017-04-09,Mumbai Indians,178
1082598,2017-04-10,Royal Challengers Bangalore,148
1082598,2017-04-10,Punjab Kings,148
1082599,2017-04-11,Delhi Capitals,205
1082599,2017-04-11,Rising Pune Supergiant,205
1082600,2017-04-12,Mumbai Indians,158
1082600,2017-04-12,Sunrisers Hyderabad,158
1082601,2017-04-13,Punjab Kings,170
1082601,2017-04-13,Kolkata Knight Riders,170
1082603,2017-04-14,Gujarat Lions,171
1082602,2017-04-14,Mumbai Indians,142
1082603,2017-04-14,Rising Pune Supergiant,171
1082602,2017-04-14,Royal Challengers Bangalore,142
1082604,2017-04-15,Sunrisers Hyderabad,172
1082605,2017-04-15,Punjab Kings,188
1082605,2017-04-15,Delhi Capitals,188
1082604,2017-04-15,Kolkata Knight Riders,172
1082607,2017-04-16,Rising Pune Supergiant,161
1082607,2017-04-16,Royal Challengers Bangalore,161
1082606,2017-04-16,Mumbai Indians,176
1082606,2017-04-16,Gujarat Lions,176
1082608,2017-04-17,Delhi Capitals,168
1082609,2017-04-17,Punjab Kings,159
1082608,2017-04-17,Kolkata Knight Riders,168
1082609,2017-04-17,Sunrisers Hyderabad,159
1082610,2017-04-18,Gujarat Lions,213
1082610,2017-04-18,Royal Challengers Bangalore,213
1082611,2017-04-19,Sunrisers Hyderabad,191
1082611,2017-04-19,Delhi Capitals,191
1082612,2017-04-20,Punjab Kings,198
1082612,2017-04-20,Mumbai Indians,198
1082613,2017-04-21,Gujarat Lions,187
1082613,2017-04-21,Kolkata Knight Riders,187
1082614,2017-04-22,Delhi Capitals,142
1082615,2017-04-22,Sunrisers Hyderabad,176
1082614,2017-04-22,Mumbai Indians,142
1082615,2017-04-22,Rising Pune Supergiant,176
1082617,2017-04-23,Royal Challengers Bangalore,131
1082616,2017-04-23,Punjab Kings,188
1082616,2017-04-23,Gujarat Lions,188
1082617,2017-04-23,Kolkata Knight Riders,131
1082618,2017-04-24,Rising Pune Supergiant,160
1082618,2017-04-24,Mumbai Indians,160
1082620,2017-04-26,Kolkata Knight Riders,182
1082620,2017-04-26,Rising Pune Supergiant,182
1082621,2017-04-27,Gujarat Lions,134
1082621,2017-04-27,Royal Challengers Bangalore,134
1082623,2017-04-28,Sunrisers Hyderabad,207
1082622,2017-04-28,Delhi Capitals,160
1082622,2017-04-28,Kolkata Knight Riders,160
1082623,2017-04-28,Punjab Kings,207
1082624,2017-04-29,Royal Challengers Bangalore,157
1082624,2017-04-29,Rising Pune Supergiant,157
1082627,2017-04-30,Kolkata Knight Riders,209
1082626,2017-04-30,Delhi Capitals,67
1082627,2017-04-30,Sunrisers Hyderabad,209
1082626,2017-04-30,Punjab Kings,67
1082629,2017-05-01,Rising Pune Supergiant,161
1082628,2017-05-01,Mumbai Indians,162
1082629,2017-05-01,Gujarat Lions,161
1082628,2017-05-01,Royal Challengers Bangalore,162
1082630,2017-05-02,Delhi Capitals,185
1082630,2017-05-02,Sunrisers Hyderabad,185
1082631,2017-05-03,Rising Pune Supergiant,155
1082631,2017-05-03,Kolkata Knight Riders,155
1082632,2017-05-04,Delhi Capitals,208
1082632,2017-05-04,Gujarat Lions,208
1082633,2017-05-05,Punjab Kings,138
1082633,2017-05-05,Royal Challengers Bangalore,138
1082635,2017-05-06,Delhi Capitals,212
1082634,2017-05-06,Sunrisers Hyderabad,148
1082635,2017-05-06,Mumbai Indians,212
1082634,2017-05-06,Rising Pune Supergiant,148
1082636,2017-05-07,Royal Challengers Bangalore,158
1082637,2017-05-07,Gujarat Lions,189
1082636,2017-05-07,Kolkata Knight Riders,158
1082637,2017-05-07,Punjab Kings,189
1082638,2017-05-08,Sunrisers Hyderabad,138
1082638,2017-05-08,Mumbai Indians,138
1082639,2017-05-09,Kolkata Knight Riders,167
1082639,2017-05-09,Punjab Kings,167
1082640,2017-05-10,Gujarat Lions,195
1082640,2017-05-10,Delhi Capitals,195
1082641,2017-05-11,Mumbai Indians,230
1082641,2017-05-11,Punjab Kings,230
1082642,2017-05-12,Rising Pune Supergiant,168
1082642,2017-05-12,Delhi Capitals,168
1082643,2017-05-13,Sunrisers Hyderabad,154
1082644,2017-05-13,Mumbai Indians,173
1082644,2017-05-13,Kolkata Knight Riders,173
1082643,2017-05-13,Gujarat Lions,154
1082646,2017-05-14,Royal Challengers Bangalore,161
1082645,2017-05-14,Punjab Kings,73
1082645,2017-05-14,Rising Pune Supergiant,73
1082646,2017-05-14,Delhi Capitals,161
1082647,2017-05-16,Mumbai Indians,162
1082647,2017-05-16,Rising Pune Supergiant,162
1082648,2017-05-17,Kolkata Knight Riders,128
1082648,2017-05-17,Sunrisers Hyderabad,128
1082649,2017-05-19,Kolkata Knight Riders,107
1082649,2017-05-19,Mumbai Indians,107
1082650,2017-05-21,Mumbai Indians,129
1082650,2017-05-21,Rising Pune Supergiant,129
1136561,2018-04-07,Mumbai Indians,165
1136561,2018-04-07,Chennai Super Kings,165
1136562,2018-04-08,Punjab Kings,166
1136563,2018-04-08,Kolkata Knight Riders,176
1136563,2018-04-08,Royal Challengers Bangalore,176
1136562,2018-04-08,Delhi Capitals,166
1136564,2018-04-09,Rajasthan Royals,125
1136564,2018-04-09,Sunrisers Hyderabad,125
1136565,2018-04-10,Kolkata Knight Riders,202
1136565,2018-04-10,Chennai Super Kings,202
1136566,2018-04-11,Delhi Capitals,153
1136566,2018-04-11,Rajasthan Royals,153
1136567,2018-04-12,Mumbai Indians,147
1136567,2018-04-12,Sunrisers Hyderabad,147
1136568,2018-04-13,Royal Challengers Bangalore,155
1136568,2018-04-13,Punjab Kings,155
1136570,2018-04-14,Sunrisers Hyderabad,138
1136569,2018-04-14,Mumbai Indians,194
1136570,2018-04-14,Kolkata Knight Riders,138
1136569,2018-04-14,Delhi Capitals,194
1136572,2018-04-15,Punjab Kings,197
1136571,2018-04-15,Rajasthan Royals,217
1136571,2018-04-15,Royal Challengers Bangalore,217
1136572,2018-04-15,Chennai Super Kings,197
1136573,2018-04-16,Delhi Capitals,200
1136573,2018-04-16,Kolkata Knight Riders,200
1136574,2018-04-17,Royal Challengers Bangalore,213
1136574,2018-04-17,Mumbai Indians,213
1136575,2018-04-18,Kolkata Knight Riders,160
1136575,2018-04-18,Rajasthan Royals,160
1136576,2018-04-19,Sunrisers Hyderabad,193
1136576,2018-04-19,Punjab Kings,193
1136577,2018-04-20,Chennai Super Kings,204
1136577,2018-04-20,Rajasthan Royals,204
1136578,2018-04-21,Punjab Kings,191
1136579,2018-04-21,Delhi Capitals,174
1136579,2018-04-21,Royal Challengers Bangalore,174
1136578,2018-04-21,Kolkata Knight Riders,191
1136580,2018-04-22,Sunrisers Hyderabad,182
1136580,2018-04-22,Chennai Super Kings,182
1136581,2018-04-22,Mumbai Indians,167
1136581,2018-04-22,Rajasthan Royals,167
1136582,2018-04-23,Punjab Kings,143
1136582,2018-04-23,Delhi Capitals,143
1136583,2018-04-24,Mumbai Indians,118
1136583,2018-04-24,Sunrisers Hyderabad,118
1136584,2018-04-25,Royal Challengers Bangalore,205
1136584,2018-04-25,Chennai Super Kings,205
1136585,2018-04-26,Sunrisers Hyderabad,132
1136585,2018-04-26,Punjab Kings,132
1136586,2018-04-27,Delhi Capitals,219
1136586,2018-04-27,Kolkata Knight Riders,219
1136587,2018-04-28,Mumbai Indians,169
1136587,2018-04-28,Chennai Super Kings,169
1136588,2018-04-29,Rajasthan Royals,151
1136589,2018-04-29,Kolkata Knight Riders,175
1136588,2018-04-29,Sunrisers Hyderabad,151
1136589,2018-04-29,Royal Challengers Bangalore,175
1136590,2018-04-30,Chennai Super Kings,211
1136590,2018-04-30,Delhi Capitals,211
1136591,2018-05-01,Mumbai Indians,167
1136591,2018-05-01,Royal Challengers Bangalore,167
1136592,2018-05-02,Rajasthan Royals,196
1136592,2018-05-02,Delhi Capitals,196
1136593,2018-05-03,Chennai Super Kings,177
1136593,2018-05-03,Kolkata Knight Riders,177
1136594,2018-05-04,Punjab Kings,174
1136594,2018-05-04,Mumbai Indians,174
1136595,2018-05-05,Royal Challengers Bangalore,127
1136595,2018-05-05,Chennai Super Kings,127
1136596,2018-05-05,Sunrisers Hyderabad,163
1136596,2018-05-05,Delhi Capitals,163
1136597,2018-05-06,Mumbai Indians,181
1136598,2018-05-06,Rajasthan Royals,152
1136597,2018-05-06,Kolkata Knight Riders,181
1136598,2018-05-06,Punjab Kings,152
1136599,2018-05-07,Sunrisers Hyderabad,146
1136599,2018-05-07,Royal Challengers Bangalore,146
1136600,2018-05-08,Rajasthan Royals,158
1136600,2018-05-08,Punjab Kings,158
1136601,2018-05-09,Kolkata Knight Riders,210
1136601,2018-05-09,Mumbai Indians,210
1136602,2018-05-10,Sunrisers Hyderabad,187
1136602,2018-05-10,Delhi Capitals,187
1136603,2018-05-11,Rajasthan Royals,176
1136603,2018-05-11,Chennai Super Kings,176
1136605,2018-05-12,Royal Challengers Bangalore,181
1136604,2018-05-12,Punjab Kings,245
1136605,2018-05-12,Delhi Capitals,181
1136604,2018-05-12,Kolkata Knight Riders,245
1136606,2018-05-13,Sunrisers Hyderabad,179
1136607,2018-05-13,Rajasthan Royals,168
1136606,2018-05-13,Chennai Super Kings,179
1136607,2018-05-13,Mumbai Indians,168
1136608,2018-05-14,Punjab Kings,88
1136608,2018-05-14,Royal Challengers Bangalore,88
1136609,2018-05-15,Kolkata Knight Riders,142
1136609,2018-05-15,Rajasthan Royals,142
1136610,2018-05-16,Punjab Kings,186
1136610,2018-05-16,Mumbai Indians,186
1136611,2018-05-17,Royal Challengers Bangalore,218
1136611,2018-05-17,Sunrisers Hyderabad,218
1136612,2018-05-18,Chennai Super Kings,162
1136612,2018-05-18,Delhi Capitals,162
1136614,2018-05-19,Kolkata Knight Riders,172
1136613,2018-05-19,Royal Challengers Bangalore,164
1136613,2018-05-19,Rajasthan Royals,164
1136614,2018-05-19,Sunrisers Hyderabad,172
1136616,2018-05-20,Chennai Super Kings,153
1136615,2018-05-20,Mumbai Indians,174
1136615,2018-05-20,Delhi Capitals,174
1136616,2018-05-20,Punjab Kings,153
1136617,2018-05-22,Chennai Super Kings,139
1136617,2018-05-22,Sunrisers Hyderabad,139
1136618,2018-05-23,Rajasthan Royals,169
1136618,2018-05-23,Kolkata Knight Riders,169
1136619,2018-05-25,Kolkata Knight Riders,174
1136619,2018-05-25,Sunrisers Hyderabad,174
1136620,2018-05-27,Chennai Super Kings,178
1136620,2018-05-27,Sunrisers Hyderabad,178
1175356,2019-03-23,Chennai Super Kings,70
1175356,2019-03-23,Royal Challengers Bangalore,70
1175357,2019-03-24,Kolkata Knight Riders,181
1175358,2019-03-24,Mumbai Indians,213
